solution,machine_id,feild_id,feild_name,lat,lng,area,machine_type,open_date,closed_date,work_date,distance,open_time,travel_time,start_time,operation_time,exit_time,leaf_ton,income
S1,M112,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Picker,2023-03-01,2023-03-01,2023-03-01,2.778,09:48,00:08,09:49,01:27,11:16,23.22,23220.0
S1,M112,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Picker,2023-02-28,2023-03-01,2023-03-01,0.844,15:35,00:03,11:19,01:27,13:46,23.16,23160.0
S1,M112,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Picker,2023-03-01,2023-03-01,2023-03-01,1.055,10:51,00:03,13:49,00:40,14:29,9.036,9036.0
S1,M112,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Picker,2023-03-01,2023-03-01,2023-03-01,0.033,11:24,00:00,14:29,00:22,14:51,3.516,3516.0
S1,M112,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Picker,2023-02-28,2023-03-01,2023-03-01,0.427,13:21,00:01,14:52,00:26,15:18,4.74,4740.0
S1,M112,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Picker,2023-03-01,2023-03-01,2023-03-01,0.278,14:58,00:01,15:59,00:26,16:25,4.848,4848.0
S1,M112,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Picker,2023-03-01,2023-03-01,2023-03-01,0.07,15:24,00:00,16:25,00:17,16:42,2.088,2088.0
S1,M112,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Picker,2023-03-01,2023-03-01,2023-03-01,0.009,14:19,00:00,16:42,00:47,17:29,11.052,11052.0
S1,M112,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Picker,2023-03-01,2023-03-01,2023-03-01,0.281,13:07,00:01,17:30,00:40,18:10,9.06,9060.0
S1,M112,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Picker,2023-03-02,2023-03-02,2023-03-02,0.484,09:02,00:01,09:03,01:05,10:08,16.488,16488.0
S1,M112,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Picker,2023-03-08,2023-03-08,2023-03-08,0.022,14:33,00:00,15:34,00:36,16:10,7.848,7848.0
S1,M112,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Picker,2023-03-08,2023-03-08,2023-03-08,0.031,15:26,00:00,16:26,00:35,17:01,7.488,7488.0
S1,M112,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Picker,2023-03-09,2023-03-09,2023-03-09,0.05,08:22,00:00,08:23,00:38,09:00,8.292,8292.0
S1,M112,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Picker,2023-03-09,2023-03-09,2023-03-09,0.006,09:40,00:00,09:41,00:52,10:33,12.576,12576.0
S1,M112,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Picker,2023-03-10,2023-03-10,2023-03-10,1.099,08:02,00:03,08:03,00:51,08:54,12.396,12396.0
S1,M112,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Picker,2023-03-09,2023-03-10,2023-03-10,1.285,10:26,00:04,08:58,00:29,09:27,5.832,5832.0
S1,M112,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Picker,2023-03-09,2023-03-10,2023-03-10,0.153,11:40,00:00,09:28,00:49,10:17,11.748,11748.0
S1,M112,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Picker,2023-03-09,2023-03-10,2023-03-10,0.152,12:32,00:00,10:17,00:34,10:51,7.164,7164.0
S1,M112,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Picker,2023-03-09,2023-03-10,2023-03-10,0.106,13:43,00:00,10:51,00:47,11:39,11.244,11244.0
S1,M112,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Picker,2023-03-09,2023-03-10,2023-03-10,0.004,14:40,00:00,11:39,00:38,13:17,8.364,8364.0
S1,M114,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Truck,2023-02-05,2023-02-10,2023-02-10,0.0,00:00,00:00,02:27,00:00,02:27,0.0,0.0
S1,M114,F221,M06 แปลงที่ 5 -42160020,14.78058264753,99.805323118006,9.31,Truck,2023-02-05,2023-02-10,2023-02-10,0.0,08:00,00:10,10:27,00:47,11:14,11.172,11172.0
S1,M114,F220,M06 แปลงที่ 4 -42160017,14.781933212904,99.804626469986,10.0,Truck,2023-02-05,2023-02-10,2023-02-10,1.287,08:00,00:04,11:55,00:50,13:45,12.0,12000.0
S1,M114,F218,M06 แปลงที่ 2 -42160086,14.782386226441,99.803268969525,12.71,Truck,2023-02-05,2023-02-10,2023-02-10,2.617,08:00,00:08,14:59,01:01,15:60,15.252,15252.0
S1,M114,F217,M06 แปลงที่ 1 -42160026,14.782584142021,99.803938559077,8.88,Truck,2023-02-05,2023-02-10,2023-02-10,0.007,08:00,00:00,16:07,00:46,16:53,10.656,10656.0
S1,M114,F219,M06 แปลงที่ 3 -42160108,14.783258869635,99.804578679598,7.7,Truck,2023-02-05,2023-02-11,2023-02-11,0.35,08:00,00:01,08:10,00:41,08:50,9.24,9240.0
S1,M114,F222,M06 แปลงที่ 6 -42160116,14.782601687452,99.805388028404,12.02,Truck,2023-02-05,2023-02-11,2023-02-11,0.336,08:00,00:01,11:02,00:58,13:00,14.424,14424.0
