solution,machine_id,feild_id,feild_name,lat,lng,area,machine_type,open_date,closed_date,work_date,distance,open_time,travel_time,start_time,operation_time,exit_time,leaf_ton,income
S1,M107,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Sweeper,2023-02-19,2023-02-20,2023-02-20,0.014,08:00,00:00,08:30,00:31,09:02,4.26,4260.0
S1,M107,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Sweeper,2023-02-20,2023-02-20,2023-02-20,0.069,08:00,00:00,09:02,00:23,09:25,2.532,2532.0
S1,M107,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Sweeper,2023-02-17,2023-02-20,2023-02-20,0.265,08:00,00:01,09:25,01:22,10:48,14.484,14484.0
S1,M107,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Sweeper,2023-02-15,2023-02-20,2023-02-20,1.068,08:00,00:03,10:51,02:02,13:53,22.464,22464.0
S1,M107,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Sweeper,2023-02-26,2023-02-26,2023-02-26,1.844,08:00,00:06,08:00,02:06,10:06,23.22,23220.0
S1,M107,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Sweeper,2023-02-23,2023-02-26,2023-02-26,0.911,08:00,00:03,10:09,00:55,11:04,9.036,9036.0
S1,M107,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Sweeper,2023-02-25,2023-02-26,2023-02-26,1.107,08:00,00:03,11:07,01:32,13:40,16.488,16488.0
S1,M107,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Sweeper,2023-02-23,2023-02-26,2023-02-26,0.393,08:00,00:01,13:41,00:34,14:15,4.848,4848.0
S1,M107,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Sweeper,2023-03-08,2023-03-08,2023-03-08,1.041,08:00,00:03,08:00,01:12,09:12,12.396,12396.0
S1,M107,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Sweeper,2023-03-07,2023-03-08,2023-03-08,1.186,08:00,00:04,09:16,00:49,10:05,7.848,7848.0
S1,M107,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Sweeper,2023-03-04,2023-03-08,2023-03-08,0.031,08:00,00:00,10:05,00:47,10:52,7.488,7488.0
S1,M107,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Sweeper,2023-03-03,2023-03-08,2023-03-08,0.782,08:00,00:02,10:55,01:09,13:03,11.748,11748.0
S1,M107,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Sweeper,2023-03-06,2023-03-08,2023-03-08,0.261,08:00,00:01,13:04,00:52,13:56,8.364,8364.0
S1,M109,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Baler,2023-02-05,2023-02-14,2023-02-14,0.0,00:00,00:00,00:00,00:00,00:00,0.0,0.0
S1,M109,F221,M06 แปลงที่ 5 -42160020,14.78058264753,99.805323118006,9.31,Baler,2023-02-13,2023-02-14,2023-02-14,0.0,08:00,00:10,08:00,01:11,09:11,11.172,11172.0
S1,M109,F220,M06 แปลงที่ 4 -42160017,14.781933212904,99.804626469986,10.0,Baler,2023-02-09,2023-02-14,2023-02-14,1.287,09:10,00:04,09:15,01:15,10:30,12.0,12000.0
S1,M109,F218,M06 แปลงที่ 2 -42160086,14.782386226441,99.803268969525,12.71,Baler,2023-02-13,2023-02-14,2023-02-14,2.617,12:35,00:08,10:38,01:31,13:09,15.252,15252.0
S1,M109,F219,M06 แปลงที่ 3 -42160108,14.783258869635,99.804578679598,7.7,Baler,2023-02-09,2023-02-14,2023-02-14,0.357,10:14,00:01,13:10,01:01,14:11,9.24,9240.0
S1,M109,F222,M06 แปลงที่ 6 -42160116,14.782601687452,99.805388028404,12.02,Baler,2023-02-13,2023-02-14,2023-02-14,0.336,10:53,00:01,14:12,01:27,15:39,14.424,14424.0
S1,M109,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Baler,2023-02-20,2023-02-20,2023-02-20,0.272,10:47,00:01,10:48,01:27,13:15,14.484,14484.0
S1,M109,F230,M06 แปลงที่ 14 -42160013,14.780833724681,99.807631073308,7.66,Baler,2023-02-19,2023-02-20,2023-02-20,0.448,08:55,00:01,13:17,01:01,14:18,9.192,9192.0
S1,M109,F231,M06 แปลงที่ 15 -42160142,14.780472589442,99.807140819366,2.1,Baler,2023-02-21,2023-02-21,2023-02-21,0.0,12:41,00:00,13:42,00:28,14:09,2.52,2520.0
S1,M109,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Baler,2023-02-20,2023-02-21,2023-02-21,0.115,09:01,00:00,14:10,00:36,14:46,4.26,4260.0
S1,M109,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Baler,2023-02-20,2023-02-21,2023-02-21,0.069,09:24,00:00,14:46,00:28,15:14,2.532,2532.0
S1,M109,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Baler,2023-02-26,2023-02-26,2023-02-26,2.606,11:04,00:08,11:04,01:00,13:04,9.036,9036.0
S1,M109,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Baler,2023-02-28,2023-02-28,2023-02-28,0.033,11:00,00:00,11:00,00:33,11:33,3.516,3516.0
S1,M109,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Baler,2023-02-28,2023-02-28,2023-02-28,0.88,11:25,00:03,11:35,00:25,13:01,2.088,2088.0
S1,M109,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Baler,2023-03-02,2023-03-02,2023-03-02,0.348,10:16,00:01,10:16,00:39,10:55,4.74,4740.0
S1,M109,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Baler,2023-03-03,2023-03-03,2023-03-03,0.638,10:28,00:02,10:29,01:00,11:29,9.06,9060.0
S1,M109,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Baler,2023-03-08,2023-03-08,2023-03-08,0.506,10:04,00:02,10:05,00:54,10:59,7.848,7848.0
S1,M109,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Baler,2023-03-08,2023-03-08,2023-03-08,0.031,10:52,00:00,10:59,00:52,11:52,7.488,7488.0
S1,M109,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Baler,2023-03-02,2023-03-08,2023-03-08,0.629,09:37,00:02,11:53,00:44,13:38,5.832,5832.0
S1,M109,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Baler,2023-03-02,2023-03-08,2023-03-08,0.305,08:52,00:01,13:39,00:51,14:29,7.164,7164.0
S1,M109,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Baler,2023-03-05,2023-03-08,2023-03-08,0.106,10:17,00:00,14:30,01:11,15:41,11.244,11244.0
S1,M109,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Baler,2023-03-08,2023-03-08,2023-03-08,0.004,12:56,00:00,15:41,00:57,16:38,8.364,8364.0
S1,M109,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Baler,2023-03-08,2023-03-09,2023-03-08,1.7,09:11,00:05,16:43,01:17,08:60,12.396,12396.0
S1,M110,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Baler,2023-02-05,2023-02-13,2023-02-13,0.0,00:00,00:00,05:48,00:00,05:48,0.0,0.0
S1,M110,F217,M06 แปลงที่ 1 -42160026,14.782584142021,99.803938559077,8.88,Baler,2023-02-13,2023-02-13,2023-02-13,0.0,13:48,00:11,14:48,01:44,16:32,10.656,10656.0
S1,M110,F225,M06 แปลงที่ 9 -42160038,14.781580772572,99.809022973283,9.52,Baler,2023-02-13,2023-02-14,2023-02-13,0.988,09:17,00:03,16:35,01:50,08:25,11.424,11424.0
S1,M110,F224,M06 แปลงที่ 8 -42160022,14.779802588473,99.808443733269,9.89,Baler,2023-02-12,2023-02-14,2023-02-14,0.207,09:09,00:01,08:26,01:54,10:20,11.868,11868.0
S1,M110,F223,M06 แปลงที่ 7 -42160123,14.780752107283,99.808720883168,6.43,Baler,2023-02-11,2023-02-14,2023-02-14,0.094,08:48,00:00,10:20,01:19,11:39,7.716,7716.0
S1,M110,F234,M06 แปลงที่ 18 -42160121,14.781353339143,99.808004428368,3.4,Baler,2023-02-20,2023-02-20,2023-02-20,0.05,08:30,00:00,08:30,00:49,09:19,4.08,4080.0
S1,M110,F226,M06 แปลงที่ 10 -42160004,14.785233840102,99.809501854737,12.17,Baler,2023-02-21,2023-02-21,2023-02-21,1.474,14:22,00:04,15:22,02:17,17:39,14.604,14604.0
S1,M110,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Baler,2023-02-20,2023-02-22,2023-02-21,0.582,12:53,00:02,17:41,03:22,11:03,22.464,22464.0
S1,M110,F235,M06 แปลงที่ 19 -42160088,14.781293042979,99.806331462076,16.74,Baler,2023-02-21,2023-02-22,2023-02-22,1.066,12:17,00:03,11:06,03:02,15:09,20.088,20088.0
S1,M110,F229,M06 แปลงที่ 13 -42160127,14.779593312897,99.807373890946,5.76,Baler,2023-02-21,2023-02-22,2023-02-22,0.175,10:08,00:01,15:09,01:13,16:22,6.912,6912.0
S1,M110,F236,M06 แปลงที่ 20 -42160020,14.78058264753,99.805323118006,9.31,Baler,2023-02-21,2023-02-23,2023-02-22,0.659,09:15,00:02,16:24,01:48,08:12,11.172,11172.0
S1,M110,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Baler,2023-02-26,2023-02-26,2023-02-26,2.778,10:06,00:08,10:06,03:28,14:35,23.22,23220.0
S1,M110,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Baler,2023-02-28,2023-02-28,2023-02-28,0.844,10:26,00:03,10:26,03:28,14:54,23.16,23160.0
S1,M110,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Baler,2023-02-26,2023-02-28,2023-02-28,2.162,12:39,00:06,15:01,02:32,17:33,16.488,16488.0
S1,M110,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Baler,2023-03-02,2023-03-02,2023-03-02,0.313,11:32,00:01,11:32,01:47,14:19,11.052,11052.0
S1,M110,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Baler,2023-02-26,2023-03-02,2023-03-02,0.079,13:15,00:00,14:19,00:55,15:15,4.848,4848.0
S1,M110,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Baler,2023-03-03,2023-03-03,2023-03-03,0.328,09:23,00:01,09:24,01:60,11:24,12.576,12576.0
S1,M110,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Baler,2023-03-05,2023-03-05,2023-03-05,0.006,08:58,00:00,08:59,01:24,10:23,8.292,8292.0
S1,M110,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Baler,2023-03-08,2023-03-08,2023-03-08,0.732,12:03,00:02,13:03,01:53,14:56,11.748,11748.0
S1,M112,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Picker,2023-02-05,2023-02-14,2023-02-14,0.0,00:00,00:00,04:09,00:00,04:09,0.0,0.0
S1,M112,F218,M06 แปลงที่ 2 -42160086,14.782386226441,99.803268969525,12.71,Picker,2023-02-14,2023-02-14,2023-02-14,0.0,12:08,00:11,13:09,01:01,14:10,15.252,15252.0
S1,M112,F222,M06 แปลงที่ 6 -42160116,14.782601687452,99.805388028404,12.02,Picker,2023-02-14,2023-02-14,2023-02-14,0.692,14:39,00:02,15:39,00:58,16:37,14.424,14424.0
S1,M112,F224,M06 แปลงที่ 8 -42160022,14.779802588473,99.808443733269,9.89,Picker,2023-02-14,2023-02-14,2023-02-14,0.78,10:19,00:02,16:40,00:50,17:29,11.868,11868.0
S1,M112,F229,M06 แปลงที่ 13 -42160127,14.779593312897,99.807373890946,5.76,Picker,2023-02-22,2023-02-22,2023-02-22,0.045,15:21,00:00,16:22,00:33,16:55,6.912,6912.0
S1,M112,F235,M06 แปลงที่ 19 -42160088,14.781293042979,99.806331462076,16.74,Picker,2023-02-22,2023-02-22,2023-02-22,0.175,14:08,00:01,16:55,01:17,18:12,20.088,20088.0
S1,M112,F230,M06 แปลงที่ 14 -42160013,14.780833724681,99.807631073308,7.66,Picker,2023-02-20,2023-02-22,2023-02-22,0.0,13:17,00:00,18:12,00:41,18:53,9.192,9192.0
S1,M112,F231,M06 แปลงที่ 15 -42160142,14.780472589442,99.807140819366,2.1,Picker,2023-02-21,2023-02-22,2023-02-22,0.0,13:09,00:00,18:53,00:18,19:11,2.52,2520.0
S1,M112,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Picker,2023-02-21,2023-02-22,2023-02-22,0.115,13:46,00:00,19:12,00:24,19:36,4.26,4260.0
S1,M112,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Picker,2023-02-21,2023-02-22,2023-02-22,0.069,14:13,00:00,19:36,00:18,19:55,2.532,2532.0
S1,M112,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Picker,2023-02-20,2023-02-23,2023-02-22,0.265,12:15,00:01,19:55,00:58,08:54,14.484,14484.0
S1,M112,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Picker,2023-02-22,2023-02-23,2023-02-23,1.068,11:03,00:03,08:57,01:25,10:22,22.464,22464.0
S1,M112,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Picker,2023-02-26,2023-02-26,2023-02-26,1.844,13:34,00:06,14:35,01:27,16:02,23.22,23220.0
S1,M112,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Picker,2023-03-02,2023-03-02,2023-03-02,0.909,10:54,00:03,10:55,00:26,11:21,4.74,4740.0
S1,M112,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Picker,2023-03-03,2023-03-03,2023-03-03,0.638,11:28,00:02,11:29,00:40,13:09,9.06,9060.0
S1,M112,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Picker,2023-03-08,2023-03-08,2023-03-08,0.759,13:56,00:02,14:56,00:49,15:45,11.748,11748.0
S1,M112,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Picker,2023-03-02,2023-03-08,2023-03-08,0.478,13:19,00:01,15:47,00:47,16:34,11.052,11052.0
S1,M112,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Picker,2023-03-05,2023-03-08,2023-03-08,0.254,10:22,00:01,16:34,00:38,17:12,8.292,8292.0
S1,M112,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Picker,2023-03-08,2023-03-08,2023-03-08,0.05,11:51,00:00,17:12,00:35,17:47,7.488,7488.0
S1,M112,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Picker,2023-03-09,2023-03-09,2023-03-09,1.155,08:59,00:03,08:60,00:51,09:51,12.396,12396.0
S1,M113,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Picker,2023-02-05,2023-02-14,2023-02-14,0.0,00:00,00:00,01:11,00:00,01:11,0.0,0.0
S1,M113,F221,M06 แปลงที่ 5 -42160020,14.78058264753,99.805323118006,9.31,Picker,2023-02-14,2023-02-14,2023-02-14,0.0,09:10,00:10,09:11,01:06,10:17,11.172,11172.0
S1,M113,F220,M06 แปลงที่ 4 -42160017,14.781933212904,99.804626469986,10.0,Picker,2023-02-14,2023-02-14,2023-02-14,1.287,10:29,00:04,10:30,01:10,11:40,12.0,12000.0
S1,M113,F217,M06 แปลงที่ 1 -42160026,14.782584142021,99.803938559077,8.88,Picker,2023-02-13,2023-02-14,2023-02-14,2.61,15:32,00:08,11:48,01:03,13:51,10.656,10656.0
S1,M113,F219,M06 แปลงที่ 3 -42160108,14.783258869635,99.804578679598,7.7,Picker,2023-02-14,2023-02-14,2023-02-14,0.35,13:11,00:01,14:11,00:56,15:07,9.24,9240.0
S1,M113,F223,M06 แปลงที่ 7 -42160123,14.780752107283,99.808720883168,6.43,Picker,2023-02-14,2023-02-14,2023-02-14,0.735,11:39,00:02,15:10,00:49,15:58,7.716,7716.0
S1,M113,F234,M06 แปลงที่ 18 -42160121,14.781353339143,99.808004428368,3.4,Picker,2023-02-20,2023-02-20,2023-02-20,0.05,09:19,00:00,09:19,00:30,09:50,4.08,4080.0
S1,M113,F225,M06 แปลงที่ 9 -42160038,14.781580772572,99.809022973283,9.52,Picker,2023-02-14,2023-02-20,2023-02-20,0.047,08:25,00:00,09:50,01:07,10:57,11.424,11424.0
S1,M113,F226,M06 แปลงที่ 10 -42160004,14.785233840102,99.809501854737,12.17,Picker,2023-02-21,2023-02-21,2023-02-21,1.427,08:00,00:04,17:39,01:23,19:02,14.604,14604.0
S1,M113,F236,M06 แปลงที่ 20 -42160020,14.78058264753,99.805323118006,9.31,Picker,2023-02-23,2023-02-23,2023-02-23,4.15,08:11,00:12,08:12,01:06,09:18,11.172,11172.0
S1,M113,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Picker,2023-02-28,2023-02-28,2023-02-28,3.127,13:54,00:09,14:54,02:06,17:00,23.16,23160.0
S1,M113,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Picker,2023-02-26,2023-02-28,2023-02-28,1.055,12:04,00:03,17:03,00:55,17:58,9.036,9036.0
S1,M113,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Picker,2023-02-28,2023-02-28,2023-02-28,0.033,11:32,00:00,17:58,00:28,18:26,3.516,3516.0
S1,M113,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Picker,2023-02-28,2023-02-28,2023-02-28,0.88,12:00,00:03,18:29,00:20,18:49,2.088,2088.0
S1,M113,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Picker,2023-03-02,2023-03-02,2023-03-02,0.07,14:14,00:00,15:15,00:34,15:49,4.848,4848.0
S1,M113,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Picker,2023-03-03,2023-03-03,2023-03-03,0.328,11:23,00:01,11:24,01:13,13:37,12.576,12576.0
S1,M113,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Picker,2023-02-28,2023-03-03,2023-03-03,0.065,08:00,00:00,13:37,01:32,15:09,16.488,16488.0
S1,M113,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Picker,2023-03-08,2023-03-08,2023-03-08,0.022,10:59,00:00,10:59,00:49,11:48,7.848,7848.0
S1,M113,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Picker,2023-03-08,2023-03-08,2023-03-08,0.66,12:37,00:02,13:38,00:39,14:17,5.832,5832.0
S1,M113,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Picker,2023-03-08,2023-03-08,2023-03-08,0.305,13:29,00:01,14:29,00:46,15:15,7.164,7164.0
S1,M113,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Picker,2023-03-08,2023-03-08,2023-03-08,0.106,14:40,00:00,15:41,01:06,16:47,11.244,11244.0
S1,M113,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Picker,2023-03-08,2023-03-08,2023-03-08,0.004,15:37,00:00,16:47,00:52,17:39,8.364,8364.0
S1,M114,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Truck,2023-02-05,2023-02-14,2023-02-14,0.0,00:00,00:00,04:09,00:00,04:09,0.0,0.0
S1,M114,F218,M06 แปลงที่ 2 -42160086,14.782386226441,99.803268969525,12.71,Truck,2023-02-05,2023-02-14,2023-02-14,0.0,08:00,00:11,13:09,01:01,14:10,15.252,15252.0
S1,M114,F222,M06 แปลงที่ 6 -42160116,14.782601687452,99.805388028404,12.02,Truck,2023-02-05,2023-02-14,2023-02-14,0.692,08:00,00:02,15:39,00:58,16:37,14.424,14424.0
S1,M114,F224,M06 แปลงที่ 8 -42160022,14.779802588473,99.808443733269,9.89,Truck,2023-02-05,2023-02-14,2023-02-14,0.78,08:00,00:02,16:40,00:50,17:29,11.868,11868.0
S1,M114,F229,M06 แปลงที่ 13 -42160127,14.779593312897,99.807373890946,5.76,Truck,2023-02-05,2023-02-22,2023-02-22,0.045,08:00,00:00,16:22,00:33,16:55,6.912,6912.0
S1,M114,F235,M06 แปลงที่ 19 -42160088,14.781293042979,99.806331462076,16.74,Truck,2023-02-05,2023-02-22,2023-02-22,0.175,08:00,00:01,16:55,01:17,18:12,20.088,20088.0
S1,M114,F230,M06 แปลงที่ 14 -42160013,14.780833724681,99.807631073308,7.66,Truck,2023-02-05,2023-02-22,2023-02-22,0.0,08:00,00:00,18:12,00:41,18:53,9.192,9192.0
S1,M114,F231,M06 แปลงที่ 15 -42160142,14.780472589442,99.807140819366,2.1,Truck,2023-02-05,2023-02-22,2023-02-22,0.0,08:00,00:00,18:53,00:18,19:11,2.52,2520.0
